cudnn_version,batch_size,in_channels,out_channels,h,w,kW,kH,stride_w,stride_h,pad_w,pad_h,outpad_w,outpad_h,dilation_w,dilation_h,groups,cudnn_deterministic,cudnn_benchmark,cudnn_allow_tf32
8004,6,71,71,103,103,3,3,2,2,0,0,1,1,1,1,71,True,False,False
8004,7,112,62,148,148,2,2,2,2,0,0,1,1,1,1,1,True,True,True
8004,3,114,114,91,91,1,1,1,1,0,0,0,0,1,1,114,False,True,True
8004,6,54,26,191,191,3,3,1,1,0,0,0,0,1,1,1,False,True,True
8004,2,45,45,133,133,1,1,2,2,0,0,0,1,1,1,45,True,False,True
8004,5,117,117,84,84,1,1,1,1,0,0,0,0,1,1,117,False,False,True
8004,8,40,40,82,82,2,2,2,2,0,0,1,0,1,1,40,True,True,False
8004,4,84,83,142,142,1,3,2,2,0,0,1,1,1,1,1,False,True,False
8004,5,103,20,224,224,3,3,2,2,0,0,1,0,1,1,1,True,False,False
8004,1,56,56,21,21,1,1,2,2,0,0,0,0,1,1,56,False,False,True
8004,8,65,65,136,136,3,1,2,2,0,0,0,0,1,1,65,True,False,False
8004,1,111,19,108,108,1,3,2,2,0,0,0,0,1,1,1,False,False,False
8004,5,89,37,219,219,2,2,2,2,0,0,0,0,1,1,1,True,False,True
8004,3,61,61,183,183,3,1,2,2,0,0,1,0,1,1,61,False,False,False
8004,4,84,33,70,70,2,2,1,1,0,0,0,0,1,1,1,True,True,True
8004,2,27,123,34,34,2,2,2,2,0,0,1,1,1,1,1,False,True,True
8004,6,77,54,205,205,3,3,2,2,0,0,1,0,1,1,1,True,False,True
8004,3,88,39,164,164,1,3,2,2,0,0,0,1,1,1,1,False,True,False
8004,2,22,22,175,175,1,1,2,2,0,0,1,0,1,1,22,False,True,False
8004,2,86,107,188,188,3,3,2,2,0,0,1,0,1,1,1,True,True,False
8004,1,84,84,66,66,1,1,2,2,0,0,1,1,1,1,84,False,False,False
8004,2,70,70,211,211,3,3,2,2,0,0,1,0,1,1,70,False,True,False
8004,2,77,78,19,19,3,1,2,2,0,0,0,1,1,1,1,True,True,False
8004,2,30,30,196,196,1,1,2,2,0,0,0,0,1,1,30,True,True,False
8004,6,33,98,31,31,1,3,2,2,0,0,0,1,1,1,1,False,False,False
8004,5,61,43,184,184,1,1,2,2,0,0,0,0,1,1,1,True,True,True
8004,1,37,86,108,108,1,1,2,2,0,0,0,1,1,1,1,True,True,False
8004,8,40,70,50,50,3,3,2,2,0,0,0,1,1,1,1,False,False,False
8004,5,77,77,102,102,1,1,2,2,0,0,0,0,1,1,77,True,False,True
8004,7,56,56,148,148,3,3,2,2,0,0,0,0,1,1,56,True,False,True
8004,7,16,42,33,33,3,3,2,2,0,0,0,0,1,1,1,False,False,True
8004,6,106,45,68,68,1,3,1,1,0,0,0,0,1,1,1,True,False,False
8004,6,88,88,149,149,1,1,2,2,0,0,1,0,1,1,88,False,True,False
8004,7,103,103,31,31,3,3,2,2,0,0,1,1,1,1,103,True,False,True
8004,7,23,23,178,178,1,1,1,1,0,0,0,0,1,1,23,False,False,True
8004,8,85,52,51,51,1,3,2,2,0,0,1,0,1,1,1,True,False,False
8004,3,85,40,139,139,1,3,2,2,0,0,0,0,1,1,1,False,False,True
8004,5,105,25,33,33,3,3,1,1,0,0,0,0,1,1,1,False,True,False
8004,1,75,65,82,82,1,1,2,2,0,0,0,0,1,1,1,False,True,False
8004,2,28,28,159,159,1,1,2,2,0,0,1,1,1,1,28,True,False,True
