cudnn_version,batch_size,in_channels,out_channels,h,w,kW,kH,stride_w,stride_h,pad_w,pad_h,outpad_w,outpad_h,dilation_w,dilation_h,groups,cudnn_deterministic,cudnn_benchmark,cudnn_allow_tf32
8004,7,99,52,208,208,2,2,2,2,0,0,0,0,1,1,1,False,False,True
8004,7,108,80,158,158,1,1,2,2,0,0,1,1,1,1,1,True,True,False
8004,6,90,90,123,123,1,1,2,2,0,0,1,0,1,1,90,False,True,True
8004,5,47,47,86,86,3,3,2,2,0,0,0,1,1,1,47,True,False,True
8004,7,101,50,54,54,3,3,2,2,0,0,1,0,1,1,1,True,False,True
8004,7,119,119,183,183,1,1,2,2,0,0,1,1,1,1,119,False,True,False
8004,8,111,111,109,109,1,1,2,2,0,0,1,0,1,1,111,True,False,False
8004,1,22,22,105,105,1,3,2,2,0,0,1,1,1,1,22,False,True,True
8004,5,86,79,143,143,3,1,2,2,0,0,0,1,1,1,1,False,True,False
8004,4,52,65,214,214,3,3,1,1,0,0,0,0,1,1,1,False,True,True
8004,4,115,102,198,198,1,1,2,2,0,0,1,1,1,1,1,False,True,True
8004,6,98,98,172,172,3,3,2,2,0,0,0,0,1,1,98,True,True,True
8004,4,92,62,114,114,1,1,2,2,0,0,1,0,1,1,1,False,True,True
8004,8,85,65,166,166,3,1,2,2,0,0,0,1,1,1,1,True,True,True
8004,4,54,107,46,46,2,2,2,2,0,0,0,1,1,1,1,True,True,True
8004,7,93,93,78,78,1,1,2,2,0,0,1,0,1,1,93,True,False,False
8004,4,110,110,128,128,1,1,2,2,0,0,1,0,1,1,110,False,False,False
8004,5,31,108,159,159,3,1,2,2,0,0,0,0,1,1,1,True,False,False
8004,5,90,69,48,48,3,1,2,2,0,0,1,0,1,1,1,True,True,False
8004,8,84,83,29,29,3,1,2,2,0,0,1,1,1,1,1,True,False,False
8004,8,64,64,129,129,2,2,2,2,0,0,0,0,1,1,64,True,True,False
8004,7,78,78,75,75,3,1,2,2,0,0,0,1,1,1,78,False,False,True
8004,5,32,32,218,218,1,1,2,2,0,0,0,1,1,1,32,True,False,True
8004,5,81,81,133,133,3,3,2,2,0,0,0,0,1,1,81,True,False,True
8004,1,127,127,147,147,1,1,2,2,0,0,0,0,1,1,127,False,True,True
8004,6,91,64,169,169,3,3,1,1,0,0,0,0,1,1,1,False,True,True
8004,6,128,128,117,117,1,1,1,1,0,0,0,0,1,1,128,False,False,True
8004,1,39,81,217,217,1,3,2,2,0,0,1,1,1,1,1,True,True,True
8004,7,112,117,78,78,2,2,2,2,0,0,0,1,1,1,1,True,True,False
8004,4,105,40,189,189,3,1,2,2,0,0,0,0,1,1,1,True,False,False
8004,8,101,33,163,163,3,1,2,2,0,0,1,0,1,1,1,True,True,False
8004,3,73,40,36,36,3,3,2,2,0,0,0,1,1,1,1,True,True,True
8004,2,68,126,70,70,1,3,2,2,0,0,1,1,1,1,1,False,False,False
8004,3,77,77,144,144,1,3,1,1,0,0,0,0,1,1,77,False,True,False
8004,5,121,121,173,173,1,3,2,2,0,0,0,1,1,1,121,False,True,False
8004,1,86,86,165,165,1,3,1,1,0,0,0,0,1,1,86,True,True,False
8004,5,50,50,205,205,1,1,1,1,0,0,0,0,1,1,50,False,False,False
8004,4,17,17,138,138,1,1,1,1,0,0,0,0,1,1,1,False,False,True
8004,6,53,53,61,61,3,1,2,2,0,0,1,1,1,1,53,False,True,False
8004,3,80,93,21,21,3,1,2,2,0,0,1,1,1,1,1,True,True,True
8004,7,42,71,133,133,1,1,2,2,0,0,1,0,1,1,1,True,False,False
8004,8,111,111,66,66,3,3,2,2,0,0,1,0,1,1,111,True,True,False
8004,2,87,87,125,125,2,2,1,1,0,0,0,0,1,1,87,False,True,False
8004,1,69,35,186,186,1,3,2,2,0,0,1,0,1,1,1,False,True,False
8004,8,61,61,20,20,1,1,2,2,0,0,0,0,1,1,61,True,False,True
8004,5,93,93,113,113,1,1,2,2,0,0,1,0,1,1,93,True,True,False
8004,5,19,50,134,134,2,2,2,2,0,0,0,1,1,1,1,False,True,False
8004,5,43,43,46,46,2,2,2,2,0,0,1,1,1,1,43,False,False,True
8004,1,104,104,56,56,2,2,1,1,0,0,0,0,1,1,104,True,True,True
8004,3,70,123,58,58,3,3,2,2,0,0,0,1,1,1,1,True,True,False
8004,1,22,22,89,89,2,2,1,1,0,0,0,0,1,1,22,True,False,False
8004,1,113,113,43,43,1,1,2,2,0,0,0,1,1,1,113,True,False,True
8004,8,38,106,167,167,3,3,2,2,0,0,0,0,1,1,1,False,True,False
8004,2,61,51,96,96,3,3,2,2,0,0,0,0,1,1,1,False,False,True
8004,7,20,20,143,143,3,3,2,2,0,0,1,1,1,1,1,True,False,False
8004,6,113,113,34,34,1,1,1,1,0,0,0,0,1,1,113,True,True,True
8004,5,98,98,205,205,3,3,2,2,0,0,1,0,1,1,98,True,False,False
8004,2,84,84,173,173,3,1,1,1,0,0,0,0,1,1,84,False,True,False
8004,7,46,83,165,165,2,2,2,2,0,0,1,1,1,1,1,True,True,False
8004,3,76,76,186,186,1,1,2,2,0,0,0,0,1,1,76,True,False,False
8004,8,37,37,181,181,1,3,2,2,0,0,0,1,1,1,37,True,True,True
8004,8,74,84,136,136,1,3,2,2,0,0,0,1,1,1,1,True,True,False
8004,5,86,86,215,215,3,3,2,2,0,0,1,1,1,1,86,True,False,True
8004,8,88,88,209,209,1,3,2,2,0,0,1,0,1,1,88,True,True,False
8004,7,116,116,28,28,1,3,2,2,0,0,1,0,1,1,116,True,False,True
8004,6,40,46,114,114,3,3,2,2,0,0,0,1,1,1,1,False,True,False
8004,7,18,18,224,224,1,3,2,2,0,0,1,0,1,1,18,False,True,True
8004,7,102,47,133,133,1,1,2,2,0,0,0,1,1,1,1,False,False,True
8004,4,62,62,61,61,2,2,1,1,0,0,0,0,1,1,62,False,False,True
8004,2,118,118,168,168,2,2,2,2,0,0,0,0,1,1,118,True,True,True
8004,6,95,95,213,213,1,1,2,2,0,0,1,1,1,1,95,True,False,False
8004,3,56,56,188,188,1,1,2,2,0,0,0,0,1,1,56,True,False,False
8004,3,85,85,180,180,3,3,2,2,0,0,0,0,1,1,85,False,True,False
8004,8,41,109,52,52,3,3,2,2,0,0,1,1,1,1,1,True,True,True
8004,1,66,66,31,31,3,3,2,2,0,0,0,0,1,1,66,False,True,False
8004,1,120,54,216,216,1,3,2,2,0,0,0,1,1,1,1,True,False,False
8004,4,86,86,68,68,3,3,2,2,0,0,1,0,1,1,86,False,True,False
8004,1,37,101,169,169,1,3,2,2,0,0,0,0,1,1,1,False,False,True
8004,3,18,18,55,55,3,1,2,2,0,0,0,0,1,1,18,False,False,False
8004,7,104,128,83,83,3,3,2,2,0,0,1,0,1,1,1,False,False,False
8004,3,35,59,104,104,1,1,1,1,0,0,0,0,1,1,1,False,True,True
8004,3,18,18,172,172,2,2,2,2,0,0,1,1,1,1,18,True,False,True
8004,6,86,86,63,63,3,3,2,2,0,0,0,0,1,1,86,False,False,False
8004,6,110,96,191,191,3,1,2,2,0,0,0,1,1,1,1,True,False,False
8004,6,113,113,219,219,1,1,2,2,0,0,1,1,1,1,113,True,False,False
8004,2,80,80,215,215,3,1,2,2,0,0,1,0,1,1,80,False,True,False
8004,7,105,105,69,69,3,1,2,2,0,0,1,0,1,1,105,False,True,True
8004,1,44,87,63,63,1,3,2,2,0,0,1,1,1,1,1,True,True,False
8004,1,106,106,59,59,1,3,1,1,0,0,0,0,1,1,106,False,True,True
8004,7,112,112,199,199,2,2,2,2,0,0,1,1,1,1,112,False,True,True
8004,6,117,78,167,167,2,2,1,1,0,0,0,0,1,1,1,True,True,False
8004,2,82,119,23,23,1,3,2,2,0,0,1,1,1,1,1,False,True,False
8004,6,106,90,156,156,3,3,1,1,0,0,0,0,1,1,1,False,True,False
8004,2,97,86,180,180,3,3,2,2,0,0,1,0,1,1,1,False,True,True
8004,6,34,34,164,164,3,3,2,2,0,0,0,0,1,1,34,False,True,False
8004,7,36,120,160,160,1,3,2,2,0,0,1,0,1,1,1,True,True,False
8004,6,105,105,94,94,1,1,2,2,0,0,0,0,1,1,105,False,True,True
8004,4,90,91,109,109,1,1,1,1,0,0,0,0,1,1,1,False,False,True
8004,6,73,21,106,106,1,3,2,2,0,0,1,1,1,1,1,False,True,False
8004,2,57,57,148,148,1,3,2,2,0,0,0,0,1,1,57,True,True,True
8004,5,100,118,172,172,3,1,1,1,0,0,0,0,1,1,1,False,True,True
8004,5,116,116,220,220,2,2,2,2,0,0,1,1,1,1,116,False,False,False
8004,8,92,120,84,84,2,2,2,2,0,0,0,0,1,1,1,True,False,True
8004,1,44,95,35,35,3,3,1,1,0,0,0,0,1,1,1,False,False,False
8004,7,23,23,91,91,2,2,2,2,0,0,0,0,1,1,23,True,False,True
8004,3,98,98,102,102,1,1,2,2,0,0,0,1,1,1,98,False,False,True
8004,5,114,26,35,35,1,1,1,1,0,0,0,0,1,1,1,True,True,True
8004,7,35,35,139,139,1,1,2,2,0,0,1,1,1,1,35,True,False,True
8004,5,103,103,52,52,3,3,2,2,0,0,0,1,1,1,103,True,True,False
8004,4,116,46,57,57,3,1,2,2,0,0,1,0,1,1,1,True,True,True
8004,3,124,47,108,108,3,3,1,1,0,0,0,0,1,1,1,False,False,True
8004,2,86,120,201,201,2,2,2,2,0,0,1,0,1,1,1,True,True,True
8004,8,88,100,154,154,3,1,2,2,0,0,1,1,1,1,1,True,True,True
8004,6,77,108,118,118,3,1,2,2,0,0,1,0,1,1,1,False,False,False
8004,2,94,33,91,91,3,3,1,1,0,0,0,0,1,1,1,False,False,False
8004,4,112,112,132,132,1,1,2,2,0,0,0,1,1,1,112,True,True,True
8004,4,114,114,21,21,1,1,2,2,0,0,1,0,1,1,114,False,True,True
8004,2,77,67,47,47,1,3,2,2,0,0,0,0,1,1,1,True,True,True
8004,7,79,79,151,151,3,3,2,2,0,0,0,1,1,1,79,False,False,False
8004,8,17,92,57,57,3,3,2,2,0,0,1,1,1,1,1,True,False,True
8004,2,128,87,130,130,3,3,2,2,0,0,0,1,1,1,1,False,True,True
8004,1,40,40,83,83,1,3,2,2,0,0,0,1,1,1,40,False,False,True
8004,8,53,53,191,191,1,1,2,2,0,0,1,0,1,1,53,False,True,True
8004,2,45,85,116,116,1,1,1,1,0,0,0,0,1,1,1,True,True,True
8004,2,17,17,169,169,2,2,1,1,0,0,0,0,1,1,17,True,False,True
8004,8,65,107,75,75,3,1,1,1,0,0,0,0,1,1,1,False,False,True
8004,1,75,75,46,46,3,3,2,2,0,0,1,0,1,1,75,False,True,False
8004,2,89,33,87,87,2,2,2,2,0,0,1,1,1,1,1,False,False,False
8004,6,118,52,71,71,1,3,2,2,0,0,1,1,1,1,1,False,False,True
8004,7,57,46,23,23,1,1,1,1,0,0,0,0,1,1,1,False,False,True
8004,5,73,73,185,185,1,3,2,2,0,0,0,0,1,1,73,False,True,False
8004,1,45,45,18,18,3,3,2,2,0,0,0,1,1,1,45,True,False,False
8004,8,91,68,96,96,1,3,2,2,0,0,0,0,1,1,1,True,True,False
8004,3,30,113,122,122,3,1,2,2,0,0,0,1,1,1,1,True,True,True
8004,6,18,95,204,204,1,1,2,2,0,0,1,1,1,1,1,False,True,True
8004,2,114,114,130,130,3,1,2,2,0,0,0,1,1,1,114,False,False,False
8004,7,80,38,139,139,1,3,2,2,0,0,0,1,1,1,1,True,False,True
8004,3,114,114,193,193,1,3,1,1,0,0,0,0,1,1,114,True,False,True
